,0,1,2,3,4
0,8626458745319923.0,5349616595.85,4829330713.889999,4825274597.83,4743777211.860001
1,4072957295076.0,9687288.799999999,4150416.9099999997,3973869.8899999997,2141661.4
2,3278394915484.0,3422235.5200000014,2325140.48,2297688.2600000002,1945757.87
3,196938735763748.0,1330627173.06,596061611.0100002,525573785.81,11605577.910000002
4,794562379592.0,6265053.280000002,1825276.4300000004,1676181.6299999994,195903.5299999999
5,2413211616.0,14771.16,152.28,152.28,152.28
