,total_degree,in_degree,internal_edges,out_degree,external_edges
338787,180,180,0,0,0
338800,3,3,0,0,0
338813,101,101,0,0,0
338847,69,69,0,0,0
338869,50,50,0,0,0
338876,201,201,0,0,0
338881,36,36,0,0,0
338883,345,345,0,0,0
338899,71,71,0,0,0
338914,121,121,0,0,0
338961,299,299,0,0,0
338964,72,72,0,0,0
338970,198,198,0,0,0
338971,151,151,0,0,0
338977,259,259,0,0,0
338993,4,4,0,0,0
338999,29,29,0,0,0
339007,180,180,0,0,0
339020,310,310,0,0,0
339023,359,359,0,0,0
339026,72,72,0,0,0
339027,306,306,0,0,0
339032,402,402,0,0,0
339038,94,94,0,0,0
339047,56,56,0,0,0
339052,18,18,0,0,0
339056,137,137,0,0,0
339065,15,15,0,0,0
339074,74,74,0,0,0
339084,71,71,0,0,0
339110,2,2,0,0,0
339116,353,353,0,0,0
339151,310,310,0,0,0
339155,306,306,0,0,0
339157,252,252,0,0,0
339168,152,152,0,0,0
339171,137,137,0,0,0
339178,36,36,0,0,0
339180,9,9,0,0,0
339190,28,28,0,0,0
339192,71,71,0,0,0
339222,306,306,0,0,0
339234,251,251,0,0,0
339236,353,353,0,0,0
339257,74,74,0,0,0
339260,43,43,0,0,0
339282,77,77,0,0,0
339306,1,1,0,0,0
339311,130,130,0,0,0
339332,306,306,0,0,0
339339,168,168,0,0,0
339348,402,402,0,0,0
339352,65,65,0,0,0
339354,20,20,0,0,0
339355,402,402,0,0,0
339395,43,43,0,0,0
339400,306,306,0,0,0
339403,158,158,0,0,0
339405,15,15,0,0,0
339406,24,24,0,0,0
339439,45,45,0,0,0
339444,359,359,0,0,0
339450,29,29,0,0,0
339468,2,2,0,0,0
339477,133,133,0,0,0
339485,9,9,0,0,0
339491,193,193,0,0,0
339495,313,313,0,0,0
339503,310,310,0,0,0
339516,137,137,0,0,0
339517,43,43,0,0,0
339540,87,87,0,0,0
339574,281,281,0,0,0
339582,137,137,0,0,0
339585,232,232,0,0,0
339590,345,345,0,0,0
339602,402,402,0,0,0
339634,143,143,0,0,0
339635,345,345,0,0,0
339640,22,22,0,0,0
339647,66,66,0,0,0
339648,359,359,0,0,0
339673,345,345,0,0,0
339711,232,232,0,0,0
339714,144,144,0,0,0
339728,315,315,0,0,0
339746,168,168,0,0,0
339749,50,50,0,0,0
339764,299,299,0,0,0
339772,7,7,0,0,0
339780,114,114,0,0,0
339790,259,259,0,0,0
339804,281,281,0,0,0
339807,77,77,0,0,0
339819,281,281,0,0,0
339839,25,25,0,0,0
339851,299,299,0,0,0
339852,8,8,0,0,0
339864,168,168,0,0,0
339865,315,315,0,0,0
339900,315,315,0,0,0
339918,255,255,0,0,0
339923,246,246,0,0,0
339928,359,359,0,0,0
339938,168,168,0,0,0
339947,25,25,0,0,0
339948,353,353,0,0,0
339974,120,120,0,0,0
340003,168,168,0,0,0
340007,402,402,0,0,0
340014,102,102,0,0,0
340022,313,313,0,0,0
340027,353,353,0,0,0
340058,121,121,0,0,0
340076,198,198,0,0,0
340077,30,30,0,0,0
340100,70,70,0,0,0
340102,201,201,0,0,0
340127,130,130,0,0,0
340136,34,34,0,0,0
340149,128,128,0,0,0
340162,198,198,0,0,0
340166,25,25,0,0,0
340175,131,131,0,0,0
340176,101,101,0,0,0
340179,32,32,0,0,0
340181,29,29,0,0,0
340205,10,10,0,0,0
340206,184,184,0,0,0
340208,74,74,0,0,0
340227,252,252,0,0,0
340247,4,4,0,0,0
340294,313,313,0,0,0
340321,313,313,0,0,0
340323,63,63,0,0,0
340330,282,282,0,0,0
340334,32,32,0,0,0
340341,114,114,0,0,0
340344,359,359,0,0,0
340352,8,8,0,0,0
340361,94,94,0,0,0
340374,345,345,0,0,0
340378,143,143,0,0,0
340400,180,180,0,0,0
340422,315,315,0,0,0
340439,180,180,0,0,0
340455,359,359,0,0,0
340458,152,152,0,0,0
340461,137,137,0,0,0
340466,163,163,0,0,0
340467,353,353,0,0,0
340468,113,113,0,0,0
340471,40,40,0,0,0
340473,28,28,0,0,0
340476,137,137,0,0,0
340489,306,306,0,0,0
340491,306,306,0,0,0
340502,259,259,0,0,0
340510,315,315,0,0,0
340530,83,83,0,0,0
340547,402,402,0,0,0
340554,9,9,0,0,0
340561,184,184,0,0,0
340563,168,168,0,0,0
340580,306,306,0,0,0
340608,171,171,0,0,0
340611,232,232,0,0,0
340613,103,103,0,0,0
340627,151,151,0,0,0
340640,152,152,0,0,0
340648,20,20,0,0,0
340662,10,10,0,0,0
340689,74,74,0,0,0
340691,137,137,0,0,0
340715,151,151,0,0,0
340718,353,353,0,0,0
340732,252,252,0,0,0
340751,345,345,0,0,0
340760,45,45,0,0,0
340771,29,29,0,0,0
340773,8,8,0,0,0
340779,180,180,0,0,0
340781,345,345,0,0,0
340787,132,132,0,0,0
340796,71,71,0,0,0
340806,198,198,0,0,0
340823,281,281,0,0,0
340830,198,198,0,0,0
340841,83,83,0,0,0
340852,16,16,0,0,0
340862,12,12,0,0,0
340870,36,36,0,0,0
340881,114,114,0,0,0
340891,75,75,0,0,0
340922,23,23,0,0,0
340932,82,82,0,0,0
340934,121,121,0,0,0
340935,24,24,0,0,0
340983,94,94,0,0,0
341007,232,232,0,0,0
341013,255,255,0,0,0
341027,359,359,0,0,0
341034,22,22,0,0,0
341045,3,3,0,0,0
341046,71,71,0,0,0
341049,310,310,0,0,0
341059,50,50,0,0,0
341081,353,353,0,0,0
341089,24,24,0,0,0
341098,121,121,0,0,0
341105,180,180,0,0,0
341110,402,402,0,0,0
341117,54,54,0,0,0
341130,259,259,0,0,0
341139,44,44,0,0,0
341150,168,168,0,0,0
341157,251,251,0,0,0
341158,345,345,0,0,0
341204,131,131,0,0,0
341222,94,94,0,0,0
341236,82,82,0,0,0
341248,143,143,0,0,0
341257,101,101,0,0,0
341270,72,72,0,0,0
341271,3,3,0,0,0
341289,72,72,0,0,0
341293,87,87,0,0,0
341299,315,315,0,0,0
341303,17,17,0,0,0
341326,313,313,0,0,0
341330,50,50,0,0,0
341337,114,114,0,0,0
341338,193,193,0,0,0
341393,152,152,0,0,0
341394,353,353,0,0,0
341399,151,151,0,0,0
341408,251,251,0,0,0
341415,75,75,0,0,0
341417,171,171,0,0,0
341432,114,114,0,0,0
341451,163,163,0,0,0
341452,77,77,0,0,0
341454,35,35,0,0,0
341456,3,3,0,0,0
341495,130,130,0,0,0
341513,12,12,0,0,0
341516,313,313,0,0,0
341519,9,9,0,0,0
341536,246,246,0,0,0
341565,306,306,0,0,0
341567,102,102,0,0,0
341605,102,102,0,0,0
341625,36,36,0,0,0
341626,65,65,0,0,0
341630,137,137,0,0,0
341633,18,18,0,0,0
341635,310,310,0,0,0
341638,128,128,0,0,0
341666,121,121,0,0,0
341667,353,353,0,0,0
341681,345,345,0,0,0
341690,137,137,0,0,0
341697,255,255,0,0,0
341701,282,282,0,0,0
341728,255,255,0,0,0
341739,359,359,0,0,0
341753,17,17,0,0,0
341769,180,180,0,0,0
341812,58,58,0,0,0
341813,24,24,0,0,0
341815,39,39,0,0,0
341822,34,34,0,0,0
341832,180,180,0,0,0
341833,97,97,0,0,0
341835,345,345,0,0,0
341840,131,131,0,0,0
341846,402,402,0,0,0
341859,252,252,0,0,0
341888,5,5,0,0,0
341914,184,184,0,0,0
341926,35,35,0,0,0
341935,281,281,0,0,0
341945,201,201,0,0,0
341959,43,43,0,0,0
341960,128,128,0,0,0
341966,232,232,0,0,0
341977,359,359,0,0,0
341986,143,143,0,0,0
341987,299,299,0,0,0
341988,315,315,0,0,0
342004,8,8,0,0,0
342010,201,201,0,0,0
342013,313,313,0,0,0
342015,15,15,0,0,0
342019,402,402,0,0,0
342022,310,310,0,0,0
342037,102,102,0,0,0
342073,353,353,0,0,0
342077,180,180,0,0,0
342095,359,359,0,0,0
342097,102,102,0,0,0
342101,137,137,0,0,0
342117,54,54,0,0,0
342118,103,103,0,0,0
342136,97,97,0,0,0
342147,3,3,0,0,0
342155,315,315,0,0,0
342162,121,121,0,0,0
342166,282,282,0,0,0
342171,32,32,0,0,0
342180,345,345,0,0,0
342188,198,198,0,0,0
342200,359,359,0,0,0
342227,315,315,0,0,0
342231,251,251,0,0,0
342236,402,402,0,0,0
342237,345,345,0,0,0
342239,27,27,0,0,0
342248,128,128,0,0,0
342258,282,282,0,0,0
342288,29,29,0,0,0
342293,310,310,0,0,0
342333,8,8,0,0,0
342359,19,19,0,0,0
342361,255,255,0,0,0
342362,402,402,0,0,0
342365,133,133,0,0,0
342377,282,282,0,0,0
342388,281,281,0,0,0
342391,180,180,0,0,0
342403,158,158,0,0,0
342408,184,184,0,0,0
342409,193,193,0,0,0
342413,255,255,0,0,0
342420,246,246,0,0,0
342432,15,15,0,0,0
342446,310,310,0,0,0
342447,313,313,0,0,0
342461,168,168,0,0,0
342475,66,66,0,0,0
342481,67,67,0,0,0
342483,402,402,0,0,0
342511,58,58,0,0,0
342517,251,251,0,0,0
342520,252,252,0,0,0
342521,299,299,0,0,0
342527,144,144,0,0,0
342537,232,232,0,0,0
342540,143,143,0,0,0
342553,232,232,0,0,0
342555,281,281,0,0,0
342578,74,74,0,0,0
342581,19,19,0,0,0
342589,252,252,0,0,0
342596,14,14,0,0,0
342603,44,44,0,0,0
342610,8,8,0,0,0
342620,299,299,0,0,0
342621,54,54,0,0,0
342623,144,144,0,0,0
342625,168,168,0,0,0
342629,74,74,0,0,0
342644,85,85,0,0,0
342647,315,315,0,0,0
342651,56,56,0,0,0
342675,113,113,0,0,0
342694,282,282,0,0,0
342706,163,163,0,0,0
342716,359,359,0,0,0
342745,359,359,0,0,0
342751,16,16,0,0,0
342755,255,255,0,0,0
342786,193,193,0,0,0
342789,359,359,0,0,0
342799,29,29,0,0,0
342838,143,143,0,0,0
342850,132,132,0,0,0
342858,353,353,0,0,0
342872,299,299,0,0,0
342898,15,15,0,0,0
342911,82,82,0,0,0
342941,193,193,0,0,0
342951,232,232,0,0,0
342962,313,313,0,0,0
342993,144,144,0,0,0
342995,353,353,0,0,0
343008,82,82,0,0,0
343042,306,306,0,0,0
343044,246,246,0,0,0
343053,85,85,0,0,0
343064,171,171,0,0,0
343068,306,306,0,0,0
343073,310,310,0,0,0
343074,130,130,0,0,0
343081,77,77,0,0,0
343084,281,281,0,0,0
343094,232,232,0,0,0
343109,44,44,0,0,0
343110,69,69,0,0,0
343160,201,201,0,0,0
343162,359,359,0,0,0
343169,67,67,0,0,0
343170,402,402,0,0,0
343177,32,32,0,0,0
343182,57,57,0,0,0
343183,180,180,0,0,0
343201,5,5,0,0,0
343208,345,345,0,0,0
343219,252,252,0,0,0
343233,27,27,0,0,0
343244,76,76,0,0,0
343251,144,144,0,0,0
343254,85,85,0,0,0
343258,144,144,0,0,0
343269,121,121,0,0,0
343290,1,1,0,0,0
343297,114,114,0,0,0
343298,299,299,0,0,0
343307,23,23,0,0,0
343325,246,246,0,0,0
343329,101,101,0,0,0
343339,252,252,0,0,0
343360,3,3,0,0,0
343379,128,128,0,0,0
343403,152,152,0,0,0
343406,345,345,0,0,0
343411,163,163,0,0,0
343420,252,252,0,0,0
343422,299,299,0,0,0
343432,151,151,0,0,0
343434,114,114,0,0,0
343435,315,315,0,0,0
343439,198,198,0,0,0
343449,35,35,0,0,0
343472,167,167,0,0,0
343473,299,299,0,0,0
343485,198,198,0,0,0
343497,25,25,0,0,0
343502,72,72,0,0,0
343510,345,345,0,0,0
343521,201,201,0,0,0
343522,201,201,0,0,0
343551,12,12,0,0,0
343555,198,198,0,0,0
343612,102,102,0,0,0
343613,144,144,0,0,0
343625,345,345,0,0,0
343633,255,255,0,0,0
343645,167,167,0,0,0
343646,232,232,0,0,0
343662,113,113,0,0,0
343666,315,315,0,0,0
343673,25,25,0,0,0
343687,315,315,0,0,0
343699,137,137,0,0,0
343701,315,315,0,0,0
343707,133,133,0,0,0
343718,25,25,0,0,0
343729,120,120,0,0,0
343751,315,315,0,0,0
343756,180,180,0,0,0
343761,402,402,0,0,0
343773,299,299,0,0,0
343774,306,306,0,0,0
343804,32,32,0,0,0
343805,50,50,0,0,0
343821,193,193,0,0,0
343829,82,82,0,0,0
343851,184,184,0,0,0
343862,58,58,0,0,0
343868,101,101,0,0,0
343886,171,171,0,0,0
343890,69,69,0,0,0
343894,77,77,0,0,0
343896,193,193,0,0,0
343897,76,76,0,0,0
343908,246,246,0,0,0
343916,152,152,0,0,0
343923,315,315,0,0,0
343968,306,306,0,0,0
343969,158,158,0,0,0
343988,255,255,0,0,0
343989,63,63,0,0,0
343998,282,282,0,0,0
344012,102,102,0,0,0
344027,55,55,0,0,0
344030,306,306,0,0,0
344034,353,353,0,0,0
344044,255,255,0,0,0
344050,27,27,0,0,0
344053,143,143,0,0,0
344058,315,315,0,0,0
344059,232,232,0,0,0
344072,259,259,0,0,0
344073,103,103,0,0,0
344107,101,101,0,0,0
344111,281,281,0,0,0
344112,282,282,0,0,0
344118,246,246,0,0,0
344123,345,345,0,0,0
344130,18,18,0,0,0
344144,315,315,0,0,0
344145,353,353,0,0,0
344150,158,158,0,0,0
344188,313,313,0,0,0
344193,10,10,0,0,0
344197,310,310,0,0,0
344222,131,131,0,0,0
344233,34,34,0,0,0
344241,128,128,0,0,0
344242,137,137,0,0,0
344267,131,131,0,0,0
344271,359,359,0,0,0
344288,345,345,0,0,0
344291,315,315,0,0,0
344295,259,259,0,0,0
344334,87,87,0,0,0
344344,13,13,0,0,0
344348,102,102,0,0,0
344355,281,281,0,0,0
344364,163,163,0,0,0
344384,167,167,0,0,0
344389,281,281,0,0,0
344391,353,353,0,0,0
344393,17,17,0,0,0
344396,402,402,0,0,0
344402,168,168,0,0,0
344433,5,5,0,0,0
344443,353,353,0,0,0
344444,306,306,0,0,0
344455,306,306,0,0,0
344470,252,252,0,0,0
344493,121,121,0,0,0
344504,55,55,0,0,0
344508,72,72,0,0,0
344527,306,306,0,0,0
344537,83,83,0,0,0
344542,17,17,0,0,0
344557,306,306,0,0,0
344572,71,71,0,0,0
344581,4,4,0,0,0
344583,128,128,0,0,0
344592,252,252,0,0,0
344596,402,402,0,0,0
344602,167,167,0,0,0
344614,345,345,0,0,0
344621,259,259,0,0,0
344633,255,255,0,0,0
344643,198,198,0,0,0
344646,359,359,0,0,0
344671,29,29,0,0,0
344680,171,171,0,0,0
344681,25,25,0,0,0
344682,232,232,0,0,0
344693,121,121,0,0,0
344697,158,158,0,0,0
344711,281,281,0,0,0
344723,315,315,0,0,0
344736,87,87,0,0,0
344739,14,14,0,0,0
344741,28,28,0,0,0
344756,315,315,0,0,0
344774,128,128,0,0,0
344785,2,2,0,0,0
344819,255,255,0,0,0
344860,15,15,0,0,0
344870,101,101,0,0,0
344881,120,120,0,0,0
344883,281,281,0,0,0
344894,30,30,0,0,0
344917,25,25,0,0,0
344934,359,359,0,0,0
344943,184,184,0,0,0
344957,137,137,0,0,0
344970,171,171,0,0,0
344982,151,151,0,0,0
344987,14,14,0,0,0
344992,56,56,0,0,0
345033,71,71,0,0,0
345034,168,168,0,0,0
345043,69,69,0,0,0
345089,34,34,0,0,0
345109,184,184,0,0,0
345113,128,128,0,0,0
345134,114,114,0,0,0
345142,201,201,0,0,0
345144,310,310,0,0,0
345153,180,180,0,0,0
345160,152,152,0,0,0
345168,306,306,0,0,0
345182,299,299,0,0,0
345183,144,144,0,0,0
345198,97,97,0,0,0
345202,310,310,0,0,0
345203,18,18,0,0,0
345220,345,345,0,0,0
345228,16,16,0,0,0
345248,57,57,0,0,0
345249,87,87,0,0,0
345251,313,313,0,0,0
345261,102,102,0,0,0
345265,180,180,0,0,0
345277,315,315,0,0,0
345280,66,66,0,0,0
345289,306,306,0,0,0
345296,15,15,0,0,0
345310,21,21,0,0,0
345331,310,310,0,0,0
345333,299,299,0,0,0
345355,74,74,0,0,0
345375,255,255,0,0,0
345383,70,70,0,0,0
345401,306,306,0,0,0
345405,255,255,0,0,0
345422,310,310,0,0,0
345457,22,22,0,0,0
345465,121,121,0,0,0
345482,113,113,0,0,0
345491,201,201,0,0,0
345496,82,82,0,0,0
345498,143,143,0,0,0
345512,34,34,0,0,0
345513,259,259,0,0,0
345533,259,259,0,0,0
345538,281,281,0,0,0
345551,313,313,0,0,0
345557,402,402,0,0,0
345558,158,158,0,0,0
345566,74,74,0,0,0
345578,67,67,0,0,0
345595,193,193,0,0,0
345602,128,128,0,0,0
345604,76,76,0,0,0
345609,315,315,0,0,0
345611,163,163,0,0,0
345620,35,35,0,0,0
345621,114,114,0,0,0
345629,167,167,0,0,0
345633,34,34,0,0,0
345635,70,70,0,0,0
345661,97,97,0,0,0
345669,306,306,0,0,0
345688,5,5,0,0,0
345695,313,313,0,0,0
345726,94,94,0,0,0
345757,201,201,0,0,0
345764,137,137,0,0,0
345773,87,87,0,0,0
345775,282,282,0,0,0
345803,313,313,0,0,0
345813,71,71,0,0,0
345822,345,345,0,0,0
345824,20,20,0,0,0
345838,131,131,0,0,0
345845,101,101,0,0,0
345859,359,359,0,0,0
345872,306,306,0,0,0
345875,114,114,0,0,0
345889,252,252,0,0,0
345891,133,133,0,0,0
345898,171,171,0,0,0
345901,55,55,0,0,0
345907,402,402,0,0,0
345918,94,94,0,0,0
345928,101,101,0,0,0
345930,232,232,0,0,0
345946,255,255,0,0,0
345965,137,137,0,0,0
345971,94,94,0,0,0
345987,44,44,0,0,0
345989,201,201,0,0,0
346003,13,13,0,0,0
346007,16,16,0,0,0
346011,313,313,0,0,0
346012,101,101,0,0,0
346017,180,180,0,0,0
346019,35,35,0,0,0
346042,168,168,0,0,0
346066,310,310,0,0,0
346071,151,151,0,0,0
346081,359,359,0,0,0
346087,163,163,0,0,0
346098,232,232,0,0,0
346102,94,94,0,0,0
346112,246,246,0,0,0
346122,103,103,0,0,0
346123,353,353,0,0,0
346128,299,299,0,0,0
346145,251,251,0,0,0
346146,252,252,0,0,0
346162,128,128,0,0,0
346168,359,359,0,0,0
346199,121,121,0,0,0
346200,58,58,0,0,0
346207,85,85,0,0,0
346213,198,198,0,0,0
346225,76,76,0,0,0
346252,281,281,0,0,0
346258,255,255,0,0,0
346262,132,132,0,0,0
346295,180,180,0,0,0
346305,18,18,0,0,0
346319,299,299,0,0,0
346340,35,35,0,0,0
346348,259,259,0,0,0
346384,299,299,0,0,0
346401,19,19,0,0,0
346423,359,359,0,0,0
346442,43,43,0,0,0
346443,114,114,0,0,0
346446,114,114,0,0,0
346494,143,143,0,0,0
346504,50,50,0,0,0
346547,310,310,0,0,0
346565,359,359,0,0,0
346578,44,44,0,0,0
346580,246,246,0,0,0
346588,66,66,0,0,0
346594,171,171,0,0,0
346600,255,255,0,0,0
346609,44,44,0,0,0
346618,16,16,0,0,0
346619,167,167,0,0,0
346631,402,402,0,0,0
346633,306,306,0,0,0
346662,137,137,0,0,0
346669,132,132,0,0,0
346694,299,299,0,0,0
346697,168,168,0,0,0
346723,130,130,0,0,0
346730,158,158,0,0,0
346736,171,171,0,0,0
346738,259,259,0,0,0
346749,6,6,0,0,0
346756,22,22,0,0,0
346757,151,151,0,0,0
346760,144,144,0,0,0
346768,24,24,0,0,0
346777,25,25,0,0,0
346781,255,255,0,0,0
346783,151,151,0,0,0
346793,282,282,0,0,0
346814,251,251,0,0,0
346822,353,353,0,0,0
346828,282,282,0,0,0
346837,313,313,0,0,0
346841,180,180,0,0,0
346846,45,45,0,0,0
346851,121,121,0,0,0
346857,281,281,0,0,0
346864,130,130,0,0,0
346884,201,201,0,0,0
346896,114,114,0,0,0
346902,158,158,0,0,0
346912,232,232,0,0,0
346914,299,299,0,0,0
346916,345,345,0,0,0
346918,77,77,0,0,0
346938,315,315,0,0,0
346939,246,246,0,0,0
346964,39,39,0,0,0
346976,299,299,0,0,0
347020,24,24,0,0,0
347028,128,128,0,0,0
347036,281,281,0,0,0
347053,23,23,0,0,0
347059,306,306,0,0,0
347061,24,24,0,0,0
347062,29,29,0,0,0
347067,310,310,0,0,0
347072,7,7,0,0,0
347077,70,70,0,0,0
347080,281,281,0,0,0
347081,313,313,0,0,0
347092,246,246,0,0,0
347094,65,65,0,0,0
347101,18,18,0,0,0
347108,66,66,0,0,0
347110,359,359,0,0,0
347122,180,180,0,0,0
347134,23,23,0,0,0
347138,18,18,0,0,0
347148,34,34,0,0,0
347151,77,77,0,0,0
347157,2,2,0,0,0
347160,70,70,0,0,0
347161,246,246,0,0,0
347163,315,315,0,0,0
347169,306,306,0,0,0
347187,74,74,0,0,0
347188,232,232,0,0,0
347196,184,184,0,0,0
347211,87,87,0,0,0
347225,152,152,0,0,0
347228,158,158,0,0,0
347237,315,315,0,0,0
347243,246,246,0,0,0
347246,66,66,0,0,0
347256,102,102,0,0,0
347259,255,255,0,0,0
347262,144,144,0,0,0
347280,137,137,0,0,0
347281,168,168,0,0,0
347287,299,299,0,0,0
347295,76,76,0,0,0
347300,6,6,0,0,0
347313,310,310,0,0,0
347314,1,1,0,0,0
347327,359,359,0,0,0
347328,102,102,0,0,0
347330,281,281,0,0,0
347336,281,281,0,0,0
347346,43,43,0,0,0
347354,6,6,0,0,0
347366,198,198,0,0,0
347368,402,402,0,0,0
347385,114,114,0,0,0
347403,306,306,0,0,0
347413,128,128,0,0,0
347425,246,246,0,0,0
347434,402,402,0,0,0
347443,353,353,0,0,0
347451,11,11,0,0,0
347479,87,87,0,0,0
347487,306,306,0,0,0
347495,66,66,0,0,0
347496,299,299,0,0,0
347501,87,87,0,0,0
347504,281,281,0,0,0
347533,246,246,0,0,0
347536,168,168,0,0,0
347538,246,246,0,0,0
347547,10,10,0,0,0
347551,345,345,0,0,0
347552,50,50,0,0,0
347554,353,353,0,0,0
347557,4,4,0,0,0
347582,74,74,0,0,0
347590,130,130,0,0,0
347596,299,299,0,0,0
347607,17,17,0,0,0
347615,345,345,0,0,0
347621,402,402,0,0,0
347658,128,128,0,0,0
347673,167,167,0,0,0
347677,77,77,0,0,0
347694,29,29,0,0,0
347699,282,282,0,0,0
347712,255,255,0,0,0
347748,359,359,0,0,0
347762,144,144,0,0,0
347769,34,34,0,0,0
347775,77,77,0,0,0
347781,255,255,0,0,0
347789,255,255,0,0,0
347791,402,402,0,0,0
347794,5,5,0,0,0
347798,151,151,0,0,0
347823,19,19,0,0,0
347829,359,359,0,0,0
347831,131,131,0,0,0
347855,121,121,0,0,0
347872,184,184,0,0,0
347880,299,299,0,0,0
347887,251,251,0,0,0
347896,255,255,0,0,0
347932,120,120,0,0,0
347964,144,144,0,0,0
347973,1,1,0,0,0
347982,70,70,0,0,0
347986,12,12,0,0,0
348017,232,232,0,0,0
348028,402,402,0,0,0
348036,76,76,0,0,0
348045,11,11,0,0,0
348054,70,70,0,0,0
348062,353,353,0,0,0
348066,167,167,0,0,0
348085,152,152,0,0,0
348086,114,114,0,0,0
348092,101,101,0,0,0
348106,3,3,0,0,0
348107,259,259,0,0,0
348127,15,15,0,0,0
348143,63,63,0,0,0
348162,72,72,0,0,0
348183,137,137,0,0,0
348189,184,184,0,0,0
348214,50,50,0,0,0
348217,198,198,0,0,0
348230,40,40,0,0,0
348237,259,259,0,0,0
348250,306,306,0,0,0
348254,102,102,0,0,0
348257,158,158,0,0,0
348264,10,10,0,0,0
348267,359,359,0,0,0
348311,180,180,0,0,0
348319,102,102,0,0,0
348324,232,232,0,0,0
348347,313,313,0,0,0
348352,114,114,0,0,0
348360,152,152,0,0,0
348404,180,180,0,0,0
348411,345,345,0,0,0
348440,102,102,0,0,0
348474,133,133,0,0,0
348476,353,353,0,0,0
348478,345,345,0,0,0
348480,201,201,0,0,0
348529,345,345,0,0,0
348542,259,259,0,0,0
348556,102,102,0,0,0
348572,353,353,0,0,0
348581,121,121,0,0,0
348585,121,121,0,0,0
348619,144,144,0,0,0
348621,3,3,0,0,0
348626,114,114,0,0,0
348636,54,54,0,0,0
348640,299,299,0,0,0
348648,17,17,0,0,0
348662,74,74,0,0,0
348680,251,251,0,0,0
348689,56,56,0,0,0
348692,94,94,0,0,0
348718,315,315,0,0,0
348733,184,184,0,0,0
348769,121,121,0,0,0
348776,310,310,0,0,0
348779,315,315,0,0,0
348805,28,28,0,0,0
348833,158,158,0,0,0
348839,35,35,0,0,0
348846,137,137,0,0,0
348851,121,121,0,0,0
348874,87,87,0,0,0
348888,251,251,0,0,0
348891,353,353,0,0,0
348892,180,180,0,0,0
348893,152,152,0,0,0
348898,85,85,0,0,0
348909,359,359,0,0,0
348921,103,103,0,0,0
348931,402,402,0,0,0
348933,131,131,0,0,0
348936,255,255,0,0,0
348938,74,74,0,0,0
348948,128,128,0,0,0
348960,310,310,0,0,0
348961,121,121,0,0,0
348965,121,121,0,0,0
348968,29,29,0,0,0
348990,71,71,0,0,0
348993,44,44,0,0,0
348996,306,306,0,0,0
348998,184,184,0,0,0
349002,137,137,0,0,0
349004,246,246,0,0,0
349007,137,137,0,0,0
349036,8,8,0,0,0
349052,259,259,0,0,0
349059,121,121,0,0,0
349070,57,57,0,0,0
349077,71,71,0,0,0
349084,158,158,0,0,0
349087,281,281,0,0,0
349107,353,353,0,0,0
349118,310,310,0,0,0
349126,315,315,0,0,0
349147,17,17,0,0,0
349148,306,306,0,0,0
349153,163,163,0,0,0
349169,353,353,0,0,0
349205,402,402,0,0,0
349218,131,131,0,0,0
349222,3,3,0,0,0
349236,246,246,0,0,0
349245,114,114,0,0,0
349247,193,193,0,0,0
349259,121,121,0,0,0
349262,402,402,0,0,0
349263,171,171,0,0,0
349267,282,282,0,0,0
349274,70,70,0,0,0
349275,201,201,0,0,0
349284,23,23,0,0,0
349290,57,57,0,0,0
349291,353,353,0,0,0
349301,114,114,0,0,0
349303,2,2,0,0,0
349306,74,74,0,0,0
349310,180,180,0,0,0
349358,76,76,0,0,0
349372,130,130,0,0,0
349399,114,114,0,0,0
349401,76,76,0,0,0
349414,128,128,0,0,0
349432,82,82,0,0,0
349466,56,56,0,0,0
349486,281,281,0,0,0
349498,76,76,0,0,0
349505,345,345,0,0,0
349516,120,120,0,0,0
349520,133,133,0,0,0
349529,15,15,0,0,0
349549,313,313,0,0,0
349559,252,252,0,0,0
349580,15,15,0,0,0
349593,43,43,0,0,0
349598,102,102,0,0,0
349600,310,310,0,0,0
349614,255,255,0,0,0
349615,20,20,0,0,0
349626,252,252,0,0,0
349628,15,15,0,0,0
349629,97,97,0,0,0
349633,184,184,0,0,0
349637,152,152,0,0,0
349638,306,306,0,0,0
349652,6,6,0,0,0
349657,144,144,0,0,0
349660,353,353,0,0,0
349666,102,102,0,0,0
349676,56,56,0,0,0
349695,55,55,0,0,0
349699,353,353,0,0,0
349713,310,310,0,0,0
349718,121,121,0,0,0
349727,30,30,0,0,0
349735,76,76,0,0,0
349745,168,168,0,0,0
349750,8,8,0,0,0
349755,246,246,0,0,0
349765,137,137,0,0,0
349781,171,171,0,0,0
349790,120,120,0,0,0
349799,255,255,0,0,0
349806,75,75,0,0,0
349819,63,63,0,0,0
349822,158,158,0,0,0
349827,198,198,0,0,0
349829,35,35,0,0,0
349833,14,14,0,0,0
349845,3,3,0,0,0
349895,299,299,0,0,0
349918,101,101,0,0,0
349949,1,1,0,0,0
349966,167,167,0,0,0
349968,65,65,0,0,0
349971,82,82,0,0,0
349975,281,281,0,0,0
349982,193,193,0,0,0
349987,8,8,0,0,0
349999,16,16,0,0,0
350003,313,313,0,0,0
350015,82,82,0,0,0
350021,130,130,0,0,0
350032,121,121,0,0,0
350068,193,193,0,0,0
350089,201,201,0,0,0
350094,313,313,0,0,0
350101,8,8,0,0,0
350111,201,201,0,0,0
350128,70,70,0,0,0
350152,131,131,0,0,0
350169,137,137,0,0,0
350173,198,198,0,0,0
350206,299,299,0,0,0
350222,402,402,0,0,0
350226,12,12,0,0,0
350241,120,120,0,0,0
350263,114,114,0,0,0
350268,359,359,0,0,0
